source,query,name,repo_url,market_url,demo_url,article_url,source_url,license,description,harmony_pc_evidence,open_source_evidence,risk,decision
GitCode,HarmonyOS Computer open source,鸿蒙开发工具广场 / OpenHarmony-SourceMap拆分工具,https://gitcode.com/OpenHarmonyToolkitsPlaza/OpenHarmony-SourceMap-Splitter,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/OpenHarmony-SourceMap-Splitter,Apache-2.0,可将 DevEco Studio 构建的聚合 SourceMap 拆分为标准 v3 格式文件，便于用 Chrome DevTools 等工具定位问题。工具零外部依赖，编译为单个 JS 文件，支持按源码目录结构还原输出，Node.js 环境直接运行。,发现鸿蒙相关构建/工程线索: DevEco,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/OpenHarmony-SourceMap-Splitter; GitHub 上游/导入仓库: https://gitcode.com/k1ngqaquuu/OpenHarmony-SourceMap-Splitter.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/OpenHarmony-SourceMap-Splitter; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/OpenHarmony-SourceMap-Splitter,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer open source,GitHub推荐项目精选 / cua / cua,https://gitcode.com/GitHub_Trending/cua,,,,https://gitcode.com/GitHub_Trending/cua,MIT,在Apple Silicon上创建并运行高性能的macOS和Linux虚拟机，且内置对AI代理的支持。,,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/cua; GitHub 上游/导入仓库: https://github.com/trycua/cua.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/GitHub_Trending/cua; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/cua,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,HarmonyOS Computer open source,HarmonyOS_Samples / ndk-opengl,https://gitcode.com/HarmonyOS_Samples/ndk-opengl,,,,https://gitcode.com/HarmonyOS_Samples/ndk-opengl,NOASSERTION,"XComponent控件常用于相机预览流的显示和游戏画面的绘制,在HarmonyOS上，可以配合Native Window创建OpenGL开发环境，并最终将OpenGL绘制的图形显示到XComponent控件。",,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/ndk-opengl; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/ndk-opengl.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/ndk-opengl; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/ndk-opengl,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,HarmonyOS Computer app,HarmonyOS_Samples / MultiVideoApplication,https://gitcode.com/HarmonyOS_Samples/MultiVideoApplication,,,,https://gitcode.com/HarmonyOS_Samples/MultiVideoApplication,NOASSERTION,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/MultiVideoApplication; GitHub 上游/导入仓库: https://gitcode.com/HarmonyOS_Codelabs/MultiVideoApplication.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/MultiVideoApplication; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/MultiVideoApplication,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Samples / MultiCommunityApplication,https://gitcode.com/HarmonyOS_Samples/MultiCommunityApplication,,,,https://gitcode.com/HarmonyOS_Samples/MultiCommunityApplication,,基于自适应和响应式布局，实现一次开发，多端部署-社区评论类应用，视觉、控件等符合设计规范，并包含键鼠适配、横屏适配等。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/MultiCommunityApplication; GitHub 上游/导入仓库: https://gitcode.com/HarmonyOS_Codelabs/MultiCommunityApplication.git; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/MultiCommunityApplication; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/MultiCommunityApplication,License 不明确; 缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Samples / AppLifecycleManagement,https://gitcode.com/HarmonyOS_Samples/AppLifecycleManagement,,,,https://gitcode.com/HarmonyOS_Samples/AppLifecycleManagement,NOASSERTION,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/AppLifecycleManagement; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/AppLifecycleManagement.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/AppLifecycleManagement; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/AppLifecycleManagement,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Samples / app-account-manager,https://gitcode.com/HarmonyOS_Samples/app-account-manager,,,,https://gitcode.com/HarmonyOS_Samples/app-account-manager,NOASSERTION,本示例选择应用进行注册/登录，并设置帐号相关信息，简要说明应用帐号管理。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/app-account-manager; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/app-account-manager.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/app-account-manager; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/app-account-manager,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Samples / PermissionApplication,https://gitcode.com/HarmonyOS_Samples/PermissionApplication,,,,https://gitcode.com/HarmonyOS_Samples/PermissionApplication,NOASSERTION,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/PermissionApplication; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/PermissionApplication.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/PermissionApplication; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/PermissionApplication,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Codelabs / MultiVideoApplication,https://gitcode.com/HarmonyOS_Codelabs/MultiVideoApplication,,,,https://gitcode.com/HarmonyOS_Codelabs/MultiVideoApplication,NOASSERTION,基于自适应和响应式布局，实现一次开发，多端部署-长视频类应用，视觉、控件等符合设计规范，并包含键鼠适配、横屏适配等。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Codelabs/MultiVideoApplication; GitHub 上游/导入仓库: https://gitee.com/harmonyos_codelabs/MultiVideoApplication.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Codelabs/MultiVideoApplication; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Codelabs/MultiVideoApplication,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Codelabs / MultiCommunityApplication,https://gitcode.com/HarmonyOS_Codelabs/MultiCommunityApplication,,,,https://gitcode.com/HarmonyOS_Codelabs/MultiCommunityApplication,NOASSERTION,基于自适应和响应式布局，实现一次开发，多端部署-社区评论类应用，视觉、控件等符合设计规范，并包含键鼠适配、横屏适配等。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Codelabs/MultiCommunityApplication; GitHub 上游/导入仓库: https://gitee.com/harmonyos_codelabs/MultiCommunityApplication.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Codelabs/MultiCommunityApplication; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Codelabs/MultiCommunityApplication,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,HarmonyOS_Samples / application-track,https://gitcode.com/HarmonyOS_Samples/application-track,,,,https://gitcode.com/HarmonyOS_Samples/application-track,NOASSERTION,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/application-track; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/application-track.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/application-track; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/application-track,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS Computer app,aldq / LiteAgent-HarmonyOS-APP,https://gitcode.com/aldq/LiteAgent-HarmonyOS-APP,,,,https://gitcode.com/aldq/LiteAgent-HarmonyOS-APP,Apache-2.0,,,GitCode 仓库可访问: https://gitcode.com/aldq/LiteAgent-HarmonyOS-APP; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/aldq/LiteAgent-HarmonyOS-APP; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/aldq/LiteAgent-HarmonyOS-APP,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,HarmonyOS Computer app,GeorgeGcs / OpenHarmonyOS,https://gitcode.com/GeorgeGcs/OpenHarmonyOSBlogApp,,,,https://gitcode.com/GeorgeGcs/OpenHarmonyOSBlogApp,,开源鸿蒙圈子App，拥有博客，圈子发帖等功能。拥有鸿蒙特性功能。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/GeorgeGcs/OpenHarmonyOSBlogApp; 公开源码仓库: https://gitcode.com/GeorgeGcs/OpenHarmonyOSBlogApp; GitCode 来源页面可访问: https://gitcode.com/GeorgeGcs/OpenHarmonyOSBlogApp,License 不明确; 缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS NEXT PC app,OpenHarmony PC Developer / MeldNext,https://gitcode.com/OpenHarmonyPCDeveloper/MeldNext,,,,https://gitcode.com/OpenHarmonyPCDeveloper/MeldNext,,MeldNext是一款开源可视化差异/合并工具，支持 HarmonyOS，让代码与文本的比对、冲突解决一目了然。,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/MeldNext; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/MeldNext; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/MeldNext,License 不明确; 构建或运行步骤不完整,filtered: score below 40
GitCode,HarmonyOS NEXT PC app,HarmonyOS_Samples / audio-renderer-play-pcm,https://gitcode.com/HarmonyOS_Samples/audio-renderer-play-pcm,,,,https://gitcode.com/HarmonyOS_Samples/audio-renderer-play-pcm,,该示例用于AudioRenderer播放PCM音频。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/audio-renderer-play-pcm; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/audio-renderer-play-pcm; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/audio-renderer-play-pcm,License 不明确; 缺少明确 PC 运行证据,filtered: score below 40
GitCode,OpenHarmony PC app,OpenHarmony / applications_app_samples,https://gitcode.com/openharmony/applications_app_samples,,,,https://gitcode.com/openharmony/applications_app_samples,NOASSERTION,We provide a series of app samples to help you quickly get familiar with the APIs and app development process of the OpenHarmony SDKs. | 为帮助开发者快速熟悉OpenHarmony SDK所提供的API和应用开发流程，我们提供了一系列的应用示例,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/openharmony/applications_app_samples; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/openharmony/applications_app_samples; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/openharmony/applications_app_samples,缺少明确 PC 运行证据,filtered: score below 40
GitCode,OpenHarmony PC app,OpenHarmony PC Developer / DevBox,https://gitcode.com/OpenHarmonyPCDeveloper/DevBox,,,,https://gitcode.com/OpenHarmonyPCDeveloper/DevBox,MulanPSL-2.0,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/DevBox; GitCode License: MulanPSL-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/DevBox; License 线索: MulanPSL-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/DevBox,构建或运行步骤不完整,kept
GitCode,OpenHarmony PC app,OpenHarmony PC Developer / cmd-pkgs,https://gitcode.com/OpenHarmonyPCDeveloper/cmd-pkgs,,,,https://gitcode.com/OpenHarmonyPCDeveloper/cmd-pkgs,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/cmd-pkgs; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/cmd-pkgs; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/cmd-pkgs,License 不明确; 构建或运行步骤不完整,filtered: score below 40
GitCode,OpenHarmony PC app,OpenHarmony PC Developer / BitFun-OHOS,https://gitcode.com/OpenHarmonyPCDeveloper/BitFun,,,,https://gitcode.com/OpenHarmonyPCDeveloper/BitFun,MIT,BitFun 是一个桌面级 Agent 运行时（Local Agent Runtime），同时也是一套开箱即用的桌面 Agent 应用，基于OpenBitFun（https://github.com/GCWing/BitFun）进行构建,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/BitFun; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/BitFun; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/BitFun,构建或运行步骤不完整,kept
GitCode,OpenHarmony PC app,OpenHarmony PC Developer / lycium_plusplus,https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus,,,,https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus,Apache-2.0,基于openharmony cpp 编译框架lycium的增强，扩展外部代码仓引入和版本级管理,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus,构建或运行步骤不完整,kept
GitCode,OpenHarmony desktop app,pot-app / pot-desktop,https://gitcode.com/pot-app/pot-desktop,,,,https://gitcode.com/pot-app/pot-desktop,GPL-3.0,🌈一款兼容多平台的文本划译与OCR识别软件 | 一款适用于文本翻译与识别的跨平台软件。,,GitCode 仓库可访问: https://gitcode.com/pot-app/pot-desktop; GitHub 上游/导入仓库: https://github.com/pot-app/pot-desktop.git; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/pot-app/pot-desktop; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/pot-app/pot-desktop,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony desktop app,GitHub推荐项目精选 / pa / Pake,https://gitcode.com/GitHub_Trending/pa,,,,https://gitcode.com/GitHub_Trending/pa,GPL-3.0,🤱🏻 Turn any webpage into a desktop app with one command.,,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/pa; GitHub 上游/导入仓库: https://github.com/tw93/Pake.git; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/GitHub_Trending/pa; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/pa,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony desktop app,OpenHarmony / filemanagement_app_file_service,https://gitcode.com/openharmony/filemanagement_app_file_service,,,,https://gitcode.com/openharmony/filemanagement_app_file_service,Apache-2.0,应用文件服务是为应用提供文件分享和管理能力的服务，包含应用间文件分享、跨设备同应用文件分享以及跨设备跨应用文件分享的能力。 当前已具备基于分布式文件系统的跨设备同应用文件分享能力。,,GitCode 仓库可访问: https://gitcode.com/openharmony/filemanagement_app_file_service; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/openharmony/filemanagement_app_file_service; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/openharmony/filemanagement_app_file_service,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony desktop app,GitHub推荐项目精选 / di / dioxus,https://gitcode.com/GitHub_Trending/di,,,,https://gitcode.com/GitHub_Trending/di,Apache-2.0,"Fullstack app framework for web, desktop, and mobile.",,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/di; GitHub 上游/导入仓库: https://github.com/DioxusLabs/dioxus.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/GitHub_Trending/di; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/di,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony desktop app,GitHub推荐项目精选 / tde / tdesktop,https://gitcode.com/GitHub_Trending/tde,,,,https://gitcode.com/GitHub_Trending/tde,NOASSERTION,电报桌面版即时通讯应用,,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/tde; GitHub 上游/导入仓库: https://github.com/telegramdesktop/tdesktop.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/GitHub_Trending/tde; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/tde,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony desktop app,OpenHarmony / bundlemanager_app_domain_verify,https://gitcode.com/openharmony/bundlemanager_app_domain_verify,,,,https://gitcode.com/openharmony/bundlemanager_app_domain_verify,Apache-2.0,应用域名校验(appdomainverify)部件,,GitCode 仓库可访问: https://gitcode.com/openharmony/bundlemanager_app_domain_verify; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/openharmony/bundlemanager_app_domain_verify; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/openharmony/bundlemanager_app_domain_verify,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony desktop app,HarmonyOS SDK for OpenHarmony / pc_service_desktop_extension_service,https://gitcode.com/harmonyos-sdk-for-openharmony/pc_service_desktop_extension_service,,,,https://gitcode.com/harmonyos-sdk-for-openharmony/pc_service_desktop_extension_service,Apache-2.0,DeskTop Extension Kit（桌面拓展服务）提供系统级统一的操作入口，支持应用快捷功能接入桌面。,,GitCode 仓库可访问: https://gitcode.com/harmonyos-sdk-for-openharmony/pc_service_desktop_extension_service; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/harmonyos-sdk-for-openharmony/pc_service_desktop_extension_service; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/harmonyos-sdk-for-openharmony/pc_service_desktop_extension_service,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,OpenHarmony PC software,OpenHarmony PC Developer / openclaw-installation-scripts,https://gitcode.com/OpenHarmonyPCDeveloper/openclaw-installation-scripts,,,,https://gitcode.com/OpenHarmonyPCDeveloper/openclaw-installation-scripts,,openclaw安装脚本,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/openclaw-installation-scripts; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/openclaw-installation-scripts; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/openclaw-installation-scripts,License 不明确; 构建或运行步骤不完整,filtered: score below 40
GitCode,OpenHarmony PC software,OpenHarmony PC Developer / build,https://gitcode.com/OpenHarmonyPCDeveloper/build,,,,https://gitcode.com/OpenHarmonyPCDeveloper/build,MulanPSL-2.0,ohos_通用构建配置，已经逐步迁移至'lycium_plusplus' https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/build; GitCode License: MulanPSL-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/build; License 线索: MulanPSL-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/build,构建或运行步骤不完整,kept
GitCode,HarmonyOS HAP PC,HarmonyOS_Samples / multi-hap,https://gitcode.com/HarmonyOS_Samples/multi-hap,,,,https://gitcode.com/HarmonyOS_Samples/multi-hap,NOASSERTION,本示例展示多HAP开发，简单介绍了多HAP的使用场景，应用包含了一个entry HAP和两个feature HAP，两个feature HAP分别提供了音频和视频播放组件，entry中使用了音频和视频播放组件。 三个模块需要安装三个hap包，最终会在设备上安装一个主entry的hap包。,发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/multi-hap; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/multi-hap.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/multi-hap; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/multi-hap,缺少明确 PC 运行证据,kept
GitCode,HarmonyOS HAP PC,HarmonyOS_Samples / audio-haptic-sound-vibration-collaboration,https://gitcode.com/HarmonyOS_Samples/audio-haptic-sound-vibration-collaboration,,,,https://gitcode.com/HarmonyOS_Samples/audio-haptic-sound-vibration-collaboration,NOASSERTION,该示例展示了AudioHaptic音振协同播放,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/audio-haptic-sound-vibration-collaboration; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/audio-haptic-sound-vibration-collaboration; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/audio-haptic-sound-vibration-collaboration,缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS HAP PC,HarmonyOS_Samples / ohaudio-play-pcm,https://gitcode.com/HarmonyOS_Samples/ohaudio-play-pcm,,,,https://gitcode.com/HarmonyOS_Samples/ohaudio-play-pcm,,该示例用于展示如何使用OHAudio播放PCM音频,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/ohaudio-play-pcm; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/ohaudio-play-pcm.git; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/ohaudio-play-pcm; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/ohaudio-play-pcm,License 不明确; 缺少明确 PC 运行证据,filtered: score below 40
GitCode,HarmonyOS HAP PC,HarmonyOS_Samples / audio-capturer-record-pcm,https://gitcode.com/HarmonyOS_Samples/audio-capturer-record-pcm,,,,https://gitcode.com/HarmonyOS_Samples/audio-capturer-record-pcm,NOASSERTION,该示例用来展示使用AudioCapturer录制PCM音频,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/audio-capturer-record-pcm; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/audio-capturer-record-pcm; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/audio-capturer-record-pcm,缺少明确 PC 运行证据,filtered: score below 40
GitCode,ArkTS desktop app,CPF-ApplicationTPC / lottieArkTS,https://gitcode.com/CPF-ApplicationTPC/lottieArkTS,,,,https://gitcode.com/CPF-ApplicationTPC/lottieArkTS,MIT,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/CPF-ApplicationTPC/lottieArkTS; GitCode License: MIT; 公开源码仓库: https://gitcode.com/CPF-ApplicationTPC/lottieArkTS; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/CPF-ApplicationTPC/lottieArkTS,缺少明确 PC 运行证据,filtered: score below 40
GitCode,ArkTS desktop app,HarmonyOS_Samples / device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts,https://gitcode.com/HarmonyOS_Samples/device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts,,,,https://gitcode.com/HarmonyOS_Samples/device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts,,,,GitCode 仓库可访问: https://gitcode.com/HarmonyOS_Samples/device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts; GitHub 上游/导入仓库: https://gitee.com/harmonyos_samples/device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts.git; 公开源码仓库: https://gitcode.com/HarmonyOS_Samples/device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts; GitCode 来源页面可访问: https://gitcode.com/HarmonyOS_Samples/device-security-kit_-sample-code_-trusted-app-service-demo_-ark-ts,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,ArkTS desktop app,GitHub 加速计划 / ar / Ark-Pets,https://gitcode.com/gh_mirrors/ar,,,,https://gitcode.com/gh_mirrors/ar,GPL-3.0,明日方舟桌面宠物 | Arknights Desktop Pets,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/ar; GitHub 上游/导入仓库: https://github.com/isHarryh/Ark-Pets.git; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/gh_mirrors/ar; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/ar,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,ArkTS desktop app,GitHub推荐项目精选 / ma / maui,https://gitcode.com/GitHub_Trending/ma,,,,https://gitcode.com/GitHub_Trending/ma,MIT,.NET MAUI（多平台应用界面）是.NET生态系统中的一个集成的跨平台应用程序开发框架，它使得开发者能够利用C#和.NET技术，轻松构建原生的移动和桌面应用程序，并兼容iOS、Android、Windows等多种操作系统。,,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/ma; GitHub 上游/导入仓库: https://github.com/dotnet/maui.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/GitHub_Trending/ma; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/ma,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,ohos qt,gcw_2R0Q6njW / ohos_qt_kg_app,https://gitcode.com/gcw_2R0Q6njW/ohos_qt_kg_app,,,,https://gitcode.com/gcw_2R0Q6njW/ohos_qt_kg_app,,,,GitCode 仓库可访问: https://gitcode.com/gcw_2R0Q6njW/ohos_qt_kg_app; 公开源码仓库: https://gitcode.com/gcw_2R0Q6njW/ohos_qt_kg_app; GitCode 来源页面可访问: https://gitcode.com/gcw_2R0Q6njW/ohos_qt_kg_app,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
