name,source,discovery_query,repo_url,kept,decision,status,score,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,last_checked
waylau/harmonyos-tutorial,GitHub repo search,"""鸿蒙电脑""",https://github.com/waylau/harmonyos-tutorial,True,kept,confirmed,80,License 不明确,HarmonyOS Tutorial. 《跟老卫学HarmonyOS开发》,"ArkTS, Qt, Electron, Rust","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",Release,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/waylau/harmonyos-tutorial; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/waylau/harmonyos-tutorial/releases/tag/v5.0.0-20260110,License 不明确,2026-06-30
bogxmz/yxi_0mm5,GitHub repo search,"""鸿蒙电脑""",https://github.com/bogxmz/yxi_0mm5,False,filtered: score below 40,buildable,35,License 不明确,"Learn to find happiness in ordinary life; let the soul be elevated in gratitude, making every moment beautiful and worth cherishing.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/bogxmz/yxi_0mm5; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
yashtripha/cjp_jf8h,GitHub repo search,"""鸿蒙电脑""",https://github.com/yashtripha/cjp_jf8h,False,filtered: score below 40,buildable,35,License 不明确,"Every day gives us new opportunities; learn to seize the present, bravely move forward, and you can harvest the beauty and happiness you desire most.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/yashtripha/cjp_jf8h; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
pavinommal/yuw_w9za,GitHub repo search,"""鸿蒙电脑""",https://github.com/pavinommal/yuw_w9za,False,filtered: score below 40,buildable,35,License 不明确,"The meaning of life lies in serving others; be grateful for the love and support of others, and life becomes richer and warmer because of it.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/pavinommal/yuw_w9za; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
durekerapo/vgm_g0ih,GitHub repo search,"""鸿蒙电脑""",https://github.com/durekerapo/vgm_g0ih,False,filtered: score below 40,buildable,35,License 不明确,"When facing life's challenges, bravely stick to your choices; with light in your heart, you can find the strength to move forward amid difficulty.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/durekerapo/vgm_g0ih; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
tedwooler/2xr_rzy0,GitHub repo search,"""鸿蒙电脑""",https://github.com/tedwooler/2xr_rzy0,False,filtered: score below 40,buildable,35,License 不明确,"Every heart has the ability to warm others; may we all spread goodwill in life, illuminating each other's souls with love and tolerance.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/tedwooler/2xr_rzy0; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
chefline9/1pu_9mv1,GitHub repo search,"""鸿蒙电脑""",https://github.com/chefline9/1pu_9mv1,False,filtered: score below 40,buildable,35,License 不明确,"There is no smooth road in the world; when facing difficulties and obstacles, bravery and perseverance are our best armor, making us fearless of storms.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/chefline9/1pu_9mv1; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
tsiemar/94x_uhrf,GitHub repo search,"""鸿蒙电脑""",https://github.com/tsiemar/94x_uhrf,False,filtered: score below 40,buildable,35,License 不明确,"True friendship does not fade with time; it lies in the resonance and support of souls, warming each other in difficult moments.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/tsiemar/94x_uhrf; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
ayyaasitu/hze_50wz,GitHub repo search,"""鸿蒙电脑""",https://github.com/ayyaasitu/hze_50wz,False,filtered: score below 40,buildable,35,License 不明确,"The competition of life is not with others, but with yourself; every persistence is a brave search for direction in the struggle with your inner self.","Qt, Go",,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/ayyaasitu/hze_50wz; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
felixmay82/saj_mlmj,GitHub repo search,"""鸿蒙电脑""",https://github.com/felixmay82/saj_mlmj,False,filtered: score below 40,buildable,35,License 不明确,"Focus on details with your heart; fill every day of life with hope, driving on the road where future goals and ideals converge.","Qt, Go",,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/felixmay82/saj_mlmj; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
activaly/k4s_vtcj,GitHub repo search,"""鸿蒙电脑""",https://github.com/activaly/k4s_vtcj,False,filtered: score below 40,buildable,35,License 不明确,Behind every problem lies wealth; dare to explore every option in life; believe that all effort will be rewarded.,Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/activaly/k4s_vtcj; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
giorgiomer/db5_looj,GitHub repo search,"""鸿蒙电脑""",https://github.com/giorgiomer/db5_looj,True,kept,confirmed,60,License 不明确,"Life is like a vast ocean; learn to sail through the waves, searching for your own course and a bright future.","Qt, HAP",,HAP,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现 HAP 安装包或 HAP 安装线索,公开源码仓库: https://github.com/giorgiomer/db5_looj; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
prestanawa/nh7_l3sf,GitHub repo search,"""鸿蒙电脑""",https://github.com/prestanawa/nh7_l3sf,False,filtered: score below 40,buildable,35,License 不明确,"Every smile can bring warmth, and daring to face injustice and trouble makes life ever more brilliant and radiant, full of dimension.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/prestanawa/nh7_l3sf; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
3twebmindz/22m_2d3a,GitHub repo search,"""鸿蒙电脑""",https://github.com/3twebmindz/22m_2d3a,False,filtered: score below 40,buildable,35,License 不明确,"Cherish everything before you; learn to be grateful for life, and you can harvest happiness in simple days, finding inner contentment.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/3twebmindz/22m_2d3a; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
saveotea74/6as_eahg,GitHub repo search,"""鸿蒙电脑""",https://github.com/saveotea74/6as_eahg,True,kept,confirmed,60,License 不明确,"Step out of your comfort zone to embrace unknown challenges; life will always grant the growth you seek, as long as you bravely chase every possibility.","Qt, HAP",,HAP,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现 HAP 安装包或 HAP 安装线索,公开源码仓库: https://github.com/saveotea74/6as_eahg; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
jackosada/u30_mi86,GitHub repo search,"""鸿蒙电脑""",https://github.com/jackosada/u30_mi86,False,filtered: score below 40,buildable,35,License 不明确,"In a busy life, pause for a moment, take a deep breath, find that inner peace, and head toward every beautiful possibility.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/jackosada/u30_mi86; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
kezjanbato/cfw_uhz4,GitHub repo search,"""鸿蒙电脑""",https://github.com/kezjanbato/cfw_uhz4,False,filtered: score below 40,buildable,20,License 不明确,"We often underestimate our own potential; only after weathering storms can we truly understand confidence and courage, continuing to write our own glory.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/kezjanbato/cfw_uhz4; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整; 可能依赖高权限或系统能力,2026-06-30
trexzhtd/msq_vwbs,GitHub repo search,"""鸿蒙电脑""",https://github.com/trexzhtd/msq_vwbs,False,filtered: score below 40,buildable,35,License 不明确,"The competition of life is not with others, but with yourself; every persistence is a brave search for direction in the struggle with your inner self.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/trexzhtd/msq_vwbs; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
alexbangag/5yg_tj4m,GitHub repo search,"""鸿蒙电脑""",https://github.com/alexbangag/5yg_tj4m,False,filtered: score below 40,buildable,35,License 不明确,"Every night is a moment for reflection; have the courage to look back on the past, and at the new sunrise, you will see a broader future.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/alexbangag/5yg_tj4m; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
tennabrasde/s22_09ac,GitHub repo search,"""鸿蒙电脑""",https://github.com/tennabrasde/s22_09ac,False,filtered: score below 40,buildable,35,License 不明确,"View every setback as a catalyst for growth; learn to absorb experience from it, renewing yourself and expanding life's richness and possibilities.",Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/tennabrasde/s22_09ac; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
AdaUnlocked/OEM-Sideload-Restrictions,GitHub repo search,"""鸿蒙电脑""",https://github.com/AdaUnlocked/OEM-Sideload-Restrictions,False,filtered: score below 40,buildable,15,License 不明确,"各品牌安装软件限制程度汇总：记录并追踪各大品牌手机（含各定制 ROM 与 iOS）对用户自行安装软件（侧载）的限制程度、防回滚机制及可能的绕过方案，捍卫设备所有权。A comprehensive tracker for app sideloading restrictions, anti-rollback mechanisms, and OEM system limits across Android and iOS devices.",,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/AdaUnlocked/OEM-Sideload-Restrictions; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整; 可能依赖高权限或系统能力,2026-06-30
KumaTea/harmonyos-eco-practice,GitHub repo search,"""鸿蒙电脑""",https://github.com/KumaTea/harmonyos-eco-practice,True,kept,confirmed,80,Other,华为鸿蒙生态替代最佳实践 Best Practice for Replacement of the Ecosystem of Huawei HarmonyOS NEXT,HAP,,"HAP, 应用市场",文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现 HAP 安装包或 HAP 安装线索,公开源码仓库: https://github.com/KumaTea/harmonyos-eco-practice; LICENSE: Other; README 可访问; 源码目录结构可访问,,2026-06-30
zhubowen-bot/Harmony-WebOS,GitHub repo search,"""鸿蒙电脑""",https://github.com/zhubowen-bot/Harmony-WebOS,True,kept,confirmed,55,License 不明确,鸿蒙电脑网页版模拟器，基于javascript和ArkTS相似性，参考OpenHarmony设计,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: ArkTS,公开源码仓库: https://github.com/zhubowen-bot/Harmony-WebOS; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
AetheriumSimulator/qemu-with-hmv-support,GitHub repo search,"""鸿蒙电脑""",https://github.com/AetheriumSimulator/qemu-with-hmv-support,True,kept,confirmed,75,Other,QEMU modified for HarmonyOS. I will try to Take advantage of built-in HMV accelerator and vm_manager stuffs. HMV Accelerators support are from Huawei HarmonyOS system files. May launchd failed in HarmonyOS with SELinux Enforced and Star Shield enabled.,"Qt, Rust, C",qmake,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/AetheriumSimulator/qemu-with-hmv-support; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/AetheriumSimulator/qemu-with-hmv-support/releases/tag/hmv,可能依赖高权限或系统能力,2026-06-30
daren866/WPSPC-for-HarmonyOSphone,GitHub repo search,"""鸿蒙电脑""",https://github.com/daren866/WPSPC-for-HarmonyOSphone,False,filtered: score below 40,buildable,20,License 不明确,首次在华为鸿蒙手机上运行华为鸿蒙电脑的应用,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/daren866/WPSPC-for-HarmonyOSphone; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整; README 信息较少,2026-06-30
AetheriumSimulator/qemu-hmos,GitHub repo search,"""鸿蒙电脑""",https://github.com/AetheriumSimulator/qemu-hmos,True,kept,confirmed,85,GPL-2.0,"A QEMU distro for Huawei's HarmonyOS Tablets and laptops, working in progress.","ArkTS, Qt, C++, Rust","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release","文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/AetheriumSimulator/qemu-hmos; LICENSE: GPL-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/AetheriumSimulator/qemu-hmos/releases/tag/prebuilt-libs,可能依赖高权限或系统能力,2026-06-30
waylau/cangjie-programming-language-tutorial,GitHub repo search,"""鸿蒙电脑""",https://github.com/waylau/cangjie-programming-language-tutorial,True,kept,confirmed,65,License 不明确,Cangjie Programming Language Tutorial. 《跟老卫学仓颉编程语言开发》,ArkTS,"DevEco, hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/waylau/cangjie-programming-language-tutorial; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
YQ-YSY/one-hand_HongMeng,GitHub repo search,"""鸿蒙电脑""",https://github.com/YQ-YSY/one-hand_HongMeng,True,kept,confirmed,40,License 不明确,单手笔顺输入法（鸿蒙版）,HTML,,应用市场,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/YQ-YSY/one-hand_HongMeng; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
jiegec/Projects,GitHub repo search,"""鸿蒙电脑""",https://github.com/jiegec/Projects,False,filtered: score below 40,confirmed,30,License 不明确,A summary of my projects,"Qt, C++, Rust",,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/jiegec/Projects; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整; 可能依赖高权限或系统能力,2026-06-30
vuonglasu0/xinnongbo-youtu-W50NTzdfHz0Oj7nW,GitHub repo search,"""鸿蒙电脑""",https://github.com/vuonglasu0/xinnongbo-youtu-W50NTzdfHz0Oj7nW,True,kept,confirmed,40,License 不明确,悠兔机场订阅:官网优惠码,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/vuonglasu0/xinnongbo-youtu-W50NTzdfHz0Oj7nW; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
radomachu/biqumo-MeoMiao-zUFLIA6m0wHqAViP,GitHub repo search,"""鸿蒙电脑""",https://github.com/radomachu/biqumo-MeoMiao-zUFLIA6m0wHqAViP,True,kept,confirmed,40,License 不明确,MeoMiao-萌猫机场加速器下载:官网优惠码,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑,公开源码仓库: https://github.com/radomachu/biqumo-MeoMiao-zUFLIA6m0wHqAViP; README 可访问; 源码目录结构可访问,License 不明确; 构建步骤不完整,2026-06-30
mixliang/miaomi,GitHub repo search,"""鸿蒙电脑""",https://github.com/mixliang/miaomi,True,kept,confirmed,75,GPL-3.0,,ArkTS,"DevEco, ArkTS",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS",公开源码仓库: https://github.com/mixliang/miaomi; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,,2026-06-30
fenwii/OpenHarmony,GitHub repo search,"""鸿蒙电脑""",https://github.com/fenwii/OpenHarmony,True,kept,confirmed,85,MIT,华为鸿蒙分布式操作系统（Huawei HarmonyOS，纯血鸿蒙Harmony Next ），开源鸿蒙分布式操作系统（ OpenHarmony）开发技术交流，最全鸿蒙技术资料库，手册，指南，共建国产操作系统万物互联新生态。,"ArkTS, Qt, C++, C","DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/fenwii/OpenHarmony; LICENSE: MIT; README 可访问; 源码目录结构可访问,,2026-06-30
ideadroit/ClashBox-website,GitHub repo search,"""鸿蒙电脑""",https://github.com/ideadroit/ClashBox-website,True,kept,confirmed,60,GPL-3.0,,"ArkTS, C++, Go","DevEco, hvigor, ArkTS, Stage Model, cmake, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/ideadroit/ClashBox-website; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,最近 12 个月可能未维护,2026-06-30
wty-yy/KataCR,GitHub repo search,"""鸿蒙电脑""",https://github.com/wty-yy/KataCR,False,filtered: missing HarmonyOS PC executable/build evidence,,30,MIT,A non-embedded AI for Clash Royale based on RL and CV.,"Qt, Python",,,,公开源码仓库: https://github.com/wty-yy/KataCR; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
Sunny1513/MagicWidget,GitHub repo search,"""鸿蒙桌面""",https://github.com/Sunny1513/MagicWidget,True,kept,confirmed,80,License 不明确,神奇小部件是一款种类丰富、操作简单、无广告的桌面万能小组件APP。基于创新的ONE.WIDGET技术架构可以轻松创建属于您个性桌面，同时做到几乎不耗电以及对手机性能没有任何影响。,"Qt, Java",qmake,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/Sunny1513/MagicWidget; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Sunny1513/MagicWidget/releases/tag/release,License 不明确,2026-06-30
HanversionOvO/OHcode,GitHub repo search,"""鸿蒙桌面""",https://github.com/HanversionOvO/OHcode,True,kept,confirmed,55,License 不明确,Run vscode on your HarmonyOS PC,"ArkTS, Electron, C++, Go, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, cmake, npm","HAP, Release","文本明确命中鸿蒙 PC 关键词: harmonyos pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/HanversionOvO/OHcode; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/HanversionOvO/OHcode/releases/tag/v1.0.0,License 不明确; 可能依赖高权限或系统能力,2026-06-30
aizhaiyu/jimu-comate,GitHub repo search,"""鸿蒙桌面""",https://github.com/aizhaiyu/jimu-comate,True,kept,confirmed,80,License 不明确,一款专为儿童设计的3D积木创意设计 app，让孩子在数字世界中自由发挥想象力，轻松搭建属于自己的积木作品,"ArkTS, Qt, C++, Flutter, WebView, HAP, Dart","hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, 应用市场","文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/aizhaiyu/jimu-comate; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
Yu-Peng-Tu/HarmonyCraft,GitHub repo search,"""鸿蒙桌面""",https://github.com/Yu-Peng-Tu/HarmonyCraft,True,kept,confirmed,65,License 不明确,HarmonyOS AI对话式代码模板生成工具 | ArkTS + ArkUI,"ArkTS, Qt, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/Yu-Peng-Tu/HarmonyCraft; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
Hongxuebi/xiuxian123.github.io,GitHub repo search,"""鸿蒙桌面""",https://github.com/Hongxuebi/xiuxian123.github.io,True,kept,confirmed,70,License 不明确,,"ArkTS, WebView, HAP, JavaScript","DevEco, ArkTS, Stage Model",HAP,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS, Stage Model",公开源码仓库: https://github.com/Hongxuebi/xiuxian123.github.io; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
Mow-Li/elderly,GitHub repo search,"""鸿蒙桌面""",https://github.com/Mow-Li/elderly,True,kept,confirmed,55,License 不明确,Mobile phone desktop software for the elderly,"ArkTS, TypeScript","hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Mow-Li/elderly; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
daliucha/AGENTS.software-project.template.md,GitHub repo search,"""鸿蒙桌面""",https://github.com/daliucha/AGENTS.software-project.template.md,False,filtered: score below 40,buildable,20,License 不明确,`AGENTS.software-project.template.md` 是一份给 AI 编程助手使用的项目协作规范模板。 它不是普通 README，也不是需求文档。它的作用是：在一个新项目开始前，先把技术栈、业务边界、开发约束、UI 规范、后端规则、验证标准写清楚，让 AI 在后续开发时少猜、少乱改、少过度设计，并且每次改动都能围绕可验证目标执行。,Flutter,"DevEco, hvigor, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, Stage Model, npm",公开源码仓库: https://github.com/daliucha/AGENTS.software-project.template.md; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
AetheriumSimulator/qemu-hmos,GitHub repo search,"""鸿蒙桌面""",https://github.com/AetheriumSimulator/qemu-hmos,True,kept,confirmed,85,GPL-2.0,"A QEMU distro for Huawei's HarmonyOS Tablets and laptops, working in progress.","ArkTS, Qt, C++, Rust","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release","文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/AetheriumSimulator/qemu-hmos; LICENSE: GPL-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/AetheriumSimulator/qemu-hmos/releases/tag/prebuilt-libs,可能依赖高权限或系统能力,2026-06-30
ImGoodBai/Goodchat-Harmony,GitHub repo search,"""鸿蒙桌面""",https://github.com/ImGoodBai/Goodchat-Harmony,True,kept,confirmed,55,License 不明确,GoodChat鸿蒙版，全球首款支持鸿蒙桌面（纯血版）系统的Agent应用，集成了聊天、图像生成和搜索功能，为用户提供全方位的AI服务体验。,"ArkTS, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/ImGoodBai/Goodchat-Harmony; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
ClearXs/Turbo,GitHub repo search,"""鸿蒙桌面""",https://github.com/ClearXs/Turbo,True,kept,buildable,55,MIT,"Turbo是一套快速开发框架，打造适合于未来趋势企业级应用开发一站式解决方案。Turbo is a rapid development framework designed to create a one-stop solution for enterprise-level application development, tailored to future trends.","Qt, Flutter, Java","qmake, npm",Release,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/ClearXs/Turbo; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/ClearXs/Turbo/releases/tag/0.1.0,缺少明确 PC 运行证据,2026-06-30
hotacool777/hchart_flutter,GitHub repo search,"""鸿蒙桌面""",https://github.com/hotacool777/hchart_flutter,True,kept,buildable,40,Apache-2.0,基于原生canvas的多平台股票线图组件框架(flutter版本),"Qt, C++, Flutter, Dart","qmake, cmake",,"发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/hotacool777/hchart_flutter; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
liys-online/qtc-for-harmonyos,GitHub repo search,"""Qt for HarmonyOS""",https://github.com/liys-online/qtc-for-harmonyos,True,kept,buildable,55,GPL-3.0,Developing HarmonyOS applications in qtcreator,"ArkTS, Qt, C++, HAP","DevEco, hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/liys-online/qtc-for-harmonyos; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/liys-online/qtc-for-harmonyos/releases/tag/1.0.0,缺少明确 PC 运行证据,2026-06-30
axcom/fpc4ohos,GitHub repo search,"""Qt for HarmonyOS""",https://github.com/axcom/fpc4ohos,True,kept,confirmed,55,License 不明确,fpc for harmonyos,"ArkTS, Qt, C++, HAP, Pascal","DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake",HAP,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/axcom/fpc4ohos; README 可访问; 源码目录结构可访问,License 不明确,2026-06-30
baitianyu-kun/quassel-harmony,GitHub repo search,"""Qt for HarmonyOS""",https://github.com/baitianyu-kun/quassel-harmony,False,filtered: score below 40,buildable,25,MIT,,"Qt, Shell","DevEco, hvigor, Qt for HarmonyOS",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, Qt for HarmonyOS; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/baitianyu-kun/quassel-harmony; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
