name,category,status,score,source,repo_url,market_url,demo_url,article_url,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,recommendation,last_checked
pengzhanbo/awesome,终端与运行环境,buildable,50,GitHub repo search,https://github.com/pengzhanbo/awesome,,,,MIT,"my awesome, generated by my github stars","ArkTS, Electron, C++, Rust, Go, Flutter","ArkTS, npm",,"发现鸿蒙相关构建/工程线索: ArkTS, npm",公开源码仓库: https://github.com/pengzhanbo/awesome; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
cdleon/awesome-terminals,终端与运行环境,confirmed,50,"GitHub repo search, GitHub code search",https://github.com/cdleon/awesome-terminals,,,,License 不明确,Terminal Emulators,"Qt, C++, Rust, Go",qmake,,文本明确命中鸿蒙 PC 关键词: harmonyos computer; 发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/cdleon/awesome-terminals; README 可访问; 源码目录结构可访问,License 不明确; 可能依赖高权限或系统能力,候选观察,2026-06-26
Correia-jpv/fucking-lists,终端与运行环境,buildable,50,GitHub repo search,https://github.com/Correia-jpv/fucking-lists,,,,CC0-1.0,The definitive list of lists (of lists) curated on GitHub and elsewhere. With repository stars⭐ and forks🍴,"Qt, Electron, C++, Rust, Go, Flutter",cmake,,发现鸿蒙相关构建/工程线索: cmake,公开源码仓库: https://github.com/Correia-jpv/fucking-lists; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
nandor23/UaDetector,终端与运行环境,buildable,50,GitHub repo search,https://github.com/nandor23/UaDetector,,,,LGPL-3.0,"A powerful user agent parser that identifies devices, clients, browsers, operating systems, brands, and bots","Qt, Electron, C++, Rust, Go, WebView, C#",qmake,"Release, 应用市场",发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/nandor23/UaDetector; LICENSE: LGPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/nandor23/UaDetector/releases/tag/v5.2.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
OoufA123456/HarmonyOS-Inno,开发工具,buildable,50,GitHub repo search,https://github.com/OoufA123456/HarmonyOS-Inno,,,,Apache-2.0,"🎮 Enhance your HarmonyOS apps with OHBridge SDK for features like sharing, media access, and sensor integration, simplifying native development.","ArkTS, WebView, TypeScript","ArkTS, npm",,"发现鸿蒙相关构建/工程线索: ArkTS, npm",公开源码仓库: https://github.com/OoufA123456/HarmonyOS-Inno; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
openharmony/xts_tools,开发工具,buildable,50,GitHub repo search,https://github.com/openharmony/xts_tools,,,,Apache-2.0,Development framework of the acts | acts测试套开发框架,"ArkTS, Electron, C++, Go, HAP, Python","hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/openharmony/xts_tools; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
eclipse-oniro-mirrors/xts_tools,开发工具,buildable,50,GitHub repo search,https://github.com/eclipse-oniro-mirrors/xts_tools,,,,Apache-2.0,,"ArkTS, Electron, C++, Go, HAP, Python","hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/eclipse-oniro-mirrors/xts_tools; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
bhengubv/aether-protocol,开发工具,buildable,50,GitHub repo search,https://github.com/bhengubv/aether-protocol,,,,MIT,Aether mesh networking protocol — decentralised device-to-device communication without internet. MIT licensed.,"ArkTS, Qt, C++, Rust, Go, C#","hvigor, ArkTS, Stage Model, qmake, cmake, npm, cargo",Release,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm, cargo",公开源码仓库: https://github.com/bhengubv/aether-protocol; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/bhengubv/aether-protocol/releases/tag/v1.8.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
bytedance/btrace,终端与运行环境,buildable,50,GitHub repo search,https://github.com/bytedance/btrace,,,,Other,🔥🔥 btrace (AKA RheaTrace) is a high-performance Android & iOS tracing tool built on Perfetto. It not only times your methods but also reveals why they’re slow.,"ArkTS, Qt, C++, Rust","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",Release,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/bytedance/btrace; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/bytedance/btrace/releases/tag/v3.1.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
guoxiucai/ohos-scrcpy-app,终端与运行环境,buildable,50,GitHub repo search,https://github.com/guoxiucai/ohos-scrcpy-app,,,,MIT,鸿镜是一个类似安卓Scrcpy，面向 OpenHarmony 设备的投屏开发调试工具。客户端基于Flutter 跨平台，通过 hdc fport 端口转发与设备上常驻的系统服务通信，实时镜像屏幕并提供触控注入、应用管理、终端模拟等控制功能。,"ArkTS, Qt, C++, Flutter, HAP, Dart","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release, 源码编译","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/guoxiucai/ohos-scrcpy-app; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/guoxiucai/ohos-scrcpy-app/releases/tag/1.0.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
project-robius/robrix,终端与运行环境,buildable,50,GitHub repo search,https://github.com/project-robius/robrix,,https://www.youtube.com/watch?v=kB-JdmG5kE4,,MIT,"Robrix: a multi-platform Matrix chat client written in Rust, using the Makepad UI toolkit and the Robius app dev framework","C++, Rust","cmake, cargo",Release,"发现鸿蒙相关构建/工程线索: cmake, cargo",公开源码仓库: https://github.com/project-robius/robrix; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/project-robius/robrix/releases/tag/v1.0.0-alpha.1,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
ohosvscode/arkTS,终端与运行环境,buildable,50,"GitHub repo search, GitHub code search",https://github.com/ohosvscode/arkTS,,,,MIT,🧩 VSCode鸿蒙ArkTS插件 ✨✍️ 支持各种补全/跳转 ⛺️ 支持codelinter检测代码错误 🎵 VSCode HarmonyOS ArkTS plugin for personal use ✨✍️ supports source code navigation and completion ⛺️ supports codelinter to detect errors,"ArkTS, Qt, C++, Rust, WebView, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/ohosvscode/arkTS; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/ohosvscode/arkTS/releases/tag/vscode-naily-ets%401.3.10,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
Renforce-Dynamics/HarmonyDesk,终端与运行环境,buildable,50,GitHub repo search,https://github.com/Renforce-Dynamics/HarmonyDesk,,,,AGPL-3.0,RustDesk on HarmonyOS; Safe to run !,"Qt, C++, Rust, Flutter, HAP","qmake, cmake, cargo","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: qmake, cmake, cargo",公开源码仓库: https://github.com/Renforce-Dynamics/HarmonyDesk; LICENSE: AGPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Renforce-Dynamics/HarmonyDesk/releases/tag/v1.4.7-harmonydesk-client,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
SaltedFries2/kitchen_assistant,开发工具,buildable,50,GitHub repo search,https://github.com/SaltedFries2/kitchen_assistant,,,,GPL-3.0,,"Qt, C++, C","qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: qmake, cmake, npm",公开源码仓库: https://github.com/SaltedFries2/kitchen_assistant; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
Project-Robius-China/robrix_chenlong,终端与运行环境,buildable,50,GitHub repo search,https://github.com/Project-Robius-China/robrix_chenlong,,https://www.youtube.com/watch?v=kB-JdmG5kE4,,MIT,,"C++, Rust","cmake, cargo",Release,"发现鸿蒙相关构建/工程线索: cmake, cargo",公开源码仓库: https://github.com/Project-Robius-China/robrix_chenlong; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Project-Robius-China/robrix_chenlong/releases/tag/chenlong,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
openharmony/third_party_cangjie_compiler,终端与运行环境,buildable,50,GitHub repo search,https://github.com/openharmony/third_party_cangjie_compiler,,,,Other,仓颉编译器源码及 cjdb 调试工具,C++,cmake,,发现鸿蒙相关构建/工程线索: cmake,公开源码仓库: https://github.com/openharmony/third_party_cangjie_compiler; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
eclipse-oniro-mirrors/xts_dcts,开发工具,buildable,50,GitHub repo search,https://github.com/eclipse-oniro-mirrors/xts_dcts,,,,Apache-2.0,,"ArkTS, Electron, C++, Go, JavaScript","hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/eclipse-oniro-mirrors/xts_dcts; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
openharmony/xts_dcts,开发工具,buildable,50,GitHub repo search,https://github.com/openharmony/xts_dcts,,,,Apache-2.0,Distributed compatibility test suite | dcts分布式兼容性测试套,"ArkTS, Electron, C++, Go, JavaScript","hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/openharmony/xts_dcts; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
RoaringBitmap/CRoaring,终端与运行环境,buildable,50,GitHub repo search,https://github.com/RoaringBitmap/CRoaring,,,,Other,"Roaring bitmaps in C (and C++), with SIMD (AVX2, AVX-512 and NEON) optimizations: used by Apache Doris, ClickHouse, Alibaba Tair, Redpanda, YDB and StarRocks","C++, Rust, Go, C","cmake, npm",Release,"发现鸿蒙相关构建/工程线索: cmake, npm",公开源码仓库: https://github.com/RoaringBitmap/CRoaring; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/RoaringBitmap/CRoaring/releases/tag/v4.7.1,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
OSSD-Course-SYSU-1/2026Spring-25307084-Lab1,开发工具,buildable,50,GitHub repo search,https://github.com/OSSD-Course-SYSU-1/2026Spring-25307084-Lab1,,,,Apache-2.0,,"ArkTS, Qt, HAP, JavaScript","DevEco, hvigor, ArkTS, Stage Model, qmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/OSSD-Course-SYSU-1/2026Spring-25307084-Lab1; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/OSSD-Course-SYSU-1/2026Spring-25307084-Lab1/releases/tag/lab1,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
HMA-bench/Calculator,开发工具,buildable,50,GitHub repo search,https://github.com/HMA-bench/Calculator,,,,Apache-2.0,[Data Source] This repository contains a HarmonyOS application project maintained as part of the HMA-Bench ecosystem. It serves as a source project for constructing project-level feature development tasks and reproducible benchmark instances for evaluating large language models in realistic software engineering scenarios.,"ArkTS, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/HMA-bench/Calculator; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
BA4892/BadPiggiesHMOS,开发工具,buildable,50,GitHub repo search,https://github.com/BA4892/BadPiggiesHMOS,,,,MIT,,"C++, HAP, C#",DevEco,HAP,发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco,公开源码仓库: https://github.com/BA4892/BadPiggiesHMOS; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
peixl/ifq-app-builder,开发工具,buildable,50,GitHub repo search,https://github.com/peixl/ifq-app-builder,,,,Other,"Three sentences in → a verified, build-ready prompt bundle out. PC · macOS · Windows · iOS · Android · HarmonyOS · WeChat MiniProgram · self-hosted local web · PWA · CLI.","ArkTS, Qt, Flutter, HAP, JavaScript","ArkTS, qmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: ArkTS, qmake, npm",公开源码仓库: https://github.com/peixl/ifq-app-builder; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
wuxinuqan/Cases,终端与运行环境,buildable,50,GitHub repo search,https://github.com/wuxinuqan/Cases,,,,MulanPSL-2.0,看置顶Issue，加入HarmonyOS NEXT应用开发案例交流微信群！,"ArkTS, C++, WebView","DevEco, hvigor, ArkTS, Stage Model, cmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/wuxinuqan/Cases; LICENSE: MulanPSL-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
affaan-m/ECC,终端与运行环境,buildable,50,GitHub repo search,https://github.com/affaan-m/ECC,,,,MIT,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.","ArkTS, Qt, C++, Rust, Go, Flutter, JavaScript","ArkTS, qmake, cmake, npm, cargo",Release,"发现鸿蒙相关构建/工程线索: ArkTS, qmake, cmake, npm, cargo",公开源码仓库: https://github.com/affaan-m/ECC; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/affaan-m/ECC/releases/tag/v2.0.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
milisp/awesome-codex-cli,终端与运行环境,buildable,50,GitHub repo search,https://github.com/milisp/awesome-codex-cli,,https://youtu.be/0ANECpNdt-4,,CC0-1.0,"A curated list of awesome resources, tools, and tutorials for OpenAI Codex CLI","ArkTS, Electron, WebView","DevEco, ArkTS",,"发现鸿蒙相关构建/工程线索: DevEco, ArkTS",公开源码仓库: https://github.com/milisp/awesome-codex-cli; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
mturac/everything-openai-codex,终端与运行环境,buildable,50,GitHub repo search,https://github.com/mturac/everything-openai-codex,,,,MIT,"EOC: open-source operating system for OpenAI Codex workflows with agents, skills, hooks, rules, memory, safety gates, and cross-harness adapters.","ArkTS, Qt, C++, Rust, Go, Flutter, JavaScript","ArkTS, qmake, cmake, npm, cargo",Release,"发现鸿蒙相关构建/工程线索: ArkTS, qmake, cmake, npm, cargo",公开源码仓库: https://github.com/mturac/everything-openai-codex; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/mturac/everything-openai-codex/releases/tag/v2.0.0-rc.1,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
joshfranklin13/AI_Repo,终端与运行环境,buildable,50,GitHub repo search,https://github.com/joshfranklin13/AI_Repo,,,,MIT,,"ArkTS, Qt, C++, Rust, Go, Flutter, JavaScript","ArkTS, qmake, cmake, npm, cargo",Release,"发现鸿蒙相关构建/工程线索: ArkTS, qmake, cmake, npm, cargo",公开源码仓库: https://github.com/joshfranklin13/AI_Repo; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/joshfranklin13/AI_Repo/releases/tag/v1.8.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
FinalScave/SweetEditor,开发工具,buildable,50,"GitHub repo search, GitHub code search",https://github.com/FinalScave/SweetEditor,,,,MIT,"One core. Every platform. SweetEditor is an industrial-grade C++17 code editor engine delivering native, IDE-class editing on Android, iOS, macOS, Windows, Web, and Swing with blazing performance and unified behavior.","ArkTS, Qt, C++, Flutter","hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/FinalScave/SweetEditor; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
wang-bin/mdk-examples,开发工具,buildable,50,GitHub repo search,https://github.com/wang-bin/mdk-examples,,,,Apache-2.0,media player examples based on mdk sdk. runs on all platforms. sdk download:,"ArkTS, Qt, C++, Flutter","hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm",公开源码仓库: https://github.com/wang-bin/mdk-examples; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
wumingking-123/BookMind-Harmony,开发工具,buildable,50,GitHub repo search,https://github.com/wumingking-123/BookMind-Harmony,,,,GPL-3.0,,"ArkTS, Qt, WebView, JavaScript","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/wumingking-123/BookMind-Harmony; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
OpenHarmony-TPC/flutter_packages,终端与运行环境,buildable,50,GitHub repo search,https://github.com/OpenHarmony-TPC/flutter_packages,,,,BSD-3-Clause,,"ArkTS, Qt, C++, Flutter, WebView, Dart","hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/OpenHarmony-TPC/flutter_packages; LICENSE: BSD-3-Clause; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
Tencent/MMKV,终端与运行环境,buildable,50,"GitHub repo search, GitHub code search",https://github.com/Tencent/MMKV,,,,Other,"An efficient, small mobile key-value storage framework developed by WeChat. Works on Android, iOS, macOS, Windows, POSIX, and OHOS.","ArkTS, Qt, C++, Go, Flutter","hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/Tencent/MMKV; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Tencent/MMKV/releases/tag/v2.4.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
mumuy/browser,开发工具,buildable,50,GitHub repo search,https://github.com/mumuy/browser,,,,MIT,浏览器检测 - Useragent分析/浏览器识别/浏览器判断/用户代理信息/浏览器指纹/Useragent analysis tool/Browser detection,"Qt, Rust, WebView, JavaScript",npm,,发现鸿蒙相关构建/工程线索: npm,公开源码仓库: https://github.com/mumuy/browser; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
HMA-bench/ChildrenEducation,开发工具,buildable,50,GitHub repo search,https://github.com/HMA-bench/ChildrenEducation,,,,Apache-2.0,[Data Source] This repository contains a HarmonyOS application project maintained as part of the HMA-Bench ecosystem. It serves as a source project for constructing project-level feature development tasks and reproducible benchmark instances for evaluating large language models in realistic software engineering scenarios.,"ArkTS, JavaScript","DevEco, hvigor, ArkTS, Stage Model, npm",应用市场,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/HMA-bench/ChildrenEducation; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
HMA-bench/AIOffice,开发工具,buildable,50,GitHub repo search,https://github.com/HMA-bench/AIOffice,,,,Apache-2.0,[Data Source] This repository contains a HarmonyOS application project maintained as part of the HMA-Bench ecosystem. It serves as a source project for constructing project-level feature development tasks and reproducible benchmark instances for evaluating large language models in realistic software engineering scenarios.,"ArkTS, WebView, HTML","DevEco, hvigor, ArkTS, Stage Model, npm",应用市场,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/HMA-bench/AIOffice; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
Timmy-zhu12/gdc-shanghai-project-harmonyOS,终端与运行环境,buildable,50,GitHub repo search,https://github.com/Timmy-zhu12/gdc-shanghai-project-harmonyOS,,,,Apache-2.0,see readme,"ArkTS, C++","DevEco, hvigor, ArkTS, Stage Model, cmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/Timmy-zhu12/gdc-shanghai-project-harmonyOS; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
BILSON093/TodayPick,终端与运行环境,buildable,50,GitHub repo search,https://github.com/BILSON093/TodayPick,,,,Other,一款面向 HarmonyOS 的离线选择小工具，用转盘、骰子和随机数帮你快速做决定。应用不需要联网、不需要登录，适合日常吃饭选择、任务排序、小游戏掷骰、家务分配、学习安排等轻量场景。,"ArkTS, Electron, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/BILSON093/TodayPick; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
BILSON093/chehaoji-harmonyos,终端与运行环境,buildable,50,GitHub repo search,https://github.com/BILSON093/chehaoji-harmonyos,,,,Other,车耗记 HarmonyOS 版是一个离线优先的车辆能耗与费用记录应用，支持油车和电车的加油、充电、保养、费用统计、图表分析和本地备份。,"ArkTS, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/BILSON093/chehaoji-harmonyos; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
chashaochang/MaFei,终端与运行环境,buildable,50,GitHub repo search,https://github.com/chashaochang/MaFei,,,,GPL-3.0,,"ArkTS, Qt, C++, WebView, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",应用市场,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/chashaochang/MaFei; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
Jafekin/eda-homework,开发工具,buildable,50,GitHub repo search,https://github.com/Jafekin/eda-homework,,,,MulanPSL-2.0,OurEDA 2023 暑期作业,"Qt, Electron, C++, Assembly",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/Jafekin/eda-homework; LICENSE: MulanPSL-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
HarmonybrewGlobal/docs,终端与运行环境,buildable,50,GitHub repo search,https://github.com/HarmonybrewGlobal/docs,,,,BSD-2-Clause,,,,,文本明确命中鸿蒙 PC 关键词: harmonyos pc,公开源码仓库: https://github.com/HarmonybrewGlobal/docs; LICENSE: BSD-2-Clause; README 可访问; 源码目录结构可访问,构建步骤不完整,候选观察,2026-06-26
apap6628114/nga_oh,终端与运行环境,buildable,50,GitHub repo search,https://github.com/apap6628114/nga_oh,,,,GPL-2.0,Harmony鸿蒙原生开源NGA,"ArkTS, WebView, HAP, JavaScript","DevEco, hvigor, ArkTS, Stage Model","HAP, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model",公开源码仓库: https://github.com/apap6628114/nga_oh; LICENSE: GPL-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
1123Javayanglei/deveco-code,终端与运行环境,buildable,50,GitHub repo search,https://github.com/1123Javayanglei/deveco-code,,,,MIT,,"ArkTS, Qt, Electron, C++, Rust, Flutter, WebView, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/1123Javayanglei/deveco-code; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
18154328187/deveco-code,终端与运行环境,buildable,50,GitHub repo search,https://github.com/18154328187/deveco-code,,,,MIT,deveco-code,"ArkTS, Qt, Electron, C++, Rust, Flutter, WebView, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/18154328187/deveco-code; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
Shen-An/bookkeep,终端与运行环境,buildable,50,GitHub repo search,https://github.com/Shen-An/bookkeep,,,,MulanPSL-2.0,鸿蒙记账软件,"ArkTS, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Shen-An/bookkeep; LICENSE: MulanPSL-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
eclipse-oniro-mirrors/xts_acts,开发工具,buildable,50,GitHub repo search,https://github.com/eclipse-oniro-mirrors/xts_acts,,,,Apache-2.0,,"ArkTS, Electron, C++, Go, HAP","hvigor, ArkTS, Stage Model, cmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/eclipse-oniro-mirrors/xts_acts; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
